titulo,link,descricao,fonte,data_publicacao,fim_inscricao,situacao,extras
PI 12/25. Economia Azul Sustentável,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/pi_12-2025_trasnacional.pdf,"O ""PI 12/2025 - 2ª Chamada Transnacional Conjunta da Parceria de Economia Azul Sustentável "" tem por objetivo apoiar projeto de relevância estratégica para consolidar pecuária de alta qualidade.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 12/2025: Transnacional', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/pi_12-2025_trasnacional.pdf'}, {'nome': 'PI 12/2025: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/pi_12-2025_trasnacional_anexos.docx'}, {'nome': 'Ato DEFA 080/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-05/atodefa0802025pi122025resultadodaaprovacao.pdf_-_ato_defa_080.2025_pi_122025_-_2deg_chamada.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 11/25. Robalos e Gaiolas Marinhas,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/atodefa0522025aprovacaoplanodetrabalhopi112025robalosemgaiolasmarinha_s_assinado_0.pdf,"O ""PI 11/2025 - Robalos e Gaiolas Marinhas: Blue Economy e Sustentabilidade"" tem por objetivo desenvolver o conceito da Economia Azul por meio da produção sustentável de robalos em gaiolas marinhas como elemento para demonstrar um modelo de negócio sustentável.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 052/2025: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/atodefa0522025aprovacaoplanodetrabalhopi112025robalosemgaiolasmarinha_s_assinado_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 10/25. Biodiversa + 2023,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/pi_10-2025_biodiversa.pdf,"O ""PI 10/2025 - Programa Confap Conjunta Biodiversa+ 2023 - Soluções baseadas na natureza para biodiversidade, bem-estar humano e mudança transformadora” tem como objetivo apoiar projeto de relevância estratégica para consolidar pecuária de alta qualidade no Estado do Paraná.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 10/2025 - Biodiversa + 2023', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/pi_10-2025_biodiversa.pdf'}, {'nome': 'PI 10/2025 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/pi_10-2025_biodiversa_anexos.docx'}, {'nome': 'Ato DEFA 076/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-05/atodefa0762025pi102025resultadodaaprovacao.pdf_-_atodefa0762025pi102025resultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 09/25. Mitacs GRI,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_09-2025_mitacs_0.pdf,"O ""PI 09/2025 - Programa Internacional de Mobilidade Mitacs Globalink Research Internship Canadá e/ou Paraná Fundação Araucária/Mitacs"" visa fortalecer as colaborações internacionais entre o Paraná e o Canadá por meio de apoio a projetos relativos ao memorando de entendimento entre a Fundação Araucária e o MITACS.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 09/2025 - MITACS', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_09-2025_mitacs_0.pdf'}, {'nome': 'PI 09/2025: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_09-2025_mitacs_anexos_0.docx'}, {'nome': 'Ato DEFA 075/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-05/atodefa0752025pi092025pimitacsresultado.pdf_-_atodefa0752025pi092025pimitacsresultado.pdf'}, {'nome': 'Diretrizes', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-12/diretrizes_mitacs.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 08/25. Amazônia + 10,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_08-2025_amazonia10_1.pdf,"O PI 08/2025 - Iiniciativa Amazônia +10 tem como objetivo fomentar iniciativas que promovam a capacitação de pesquisadores e o fortalecimento de redes de colaboração científica, com foco na integração de conhecimentos locais e globais, visando ampliar a aplicação prática das descobertas científicas e tecnológicas para o desenvolvimento sustentável do Paraná e da Amazônia Legal.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 08/2025 - Amazônia +10', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_08-2025_amazonia10_1.pdf'}, {'nome': 'PI 08/2025: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_08-2025_amazonia10_anexos.docx'}, {'nome': 'Ato DEFA 057/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/atodefa0572025pi082025resultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 07/25. NAPI Erva-Mate,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/atodefa0552025aprovacaoplanodetrabalhopi72025napiervamate.pdf,"O ""PI 07/2025 - NAPI Erva-Mate: Inovação e Valorização"" tem como objetivo beneficiar a cadeia produtiva da erva-mate a partir de sistemas de produção mais sustentáveis e produtivos, por meio da otimização do processo industrial, ampliação de suas aplicações, desenvolvimento de classificação sensorial e compreensão atualizada do mercado consumidor.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 055/2025: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/atodefa0552025aprovacaoplanodetrabalhopi72025napiervamate.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 06/25. Programa Wash,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_06-2025_wash_0.pdf,"O ""PI 06/2025 - Programa Wash"" tem como objetivo o atendimento de estudantes do ensino fundamental, que se beneficiam indiretamente da realização de projetos de iniciação científica para estudantes do ensino médio e superior, os quais, por sua vez, atuam como ponte entre o ensino fundamental e centros de excelência, com vistas à disseminação e popularização da ciência.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 06/2025: Wash', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_06-2025_wash_0.pdf'}, {'nome': 'PI 06/2025: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_06-2025_wash_anexos_0.docx'}, {'nome': 'Ato DEFA 047/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/atodefa0472025pi062025resultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 05/25. FIIL,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_05-2025_fiil_0.pdf,"O ""PI 05/2025 - Festival Internacional de Inovação de Londrina"" tem como objetivo promover evento que potencialize ações inerentes ao intercâmbio de ideias, conhecimento, pesquisa, experiência e negócios relacionados à inovação e que apresenta aderência aos Domínios de Transformação definidos para cada Ecossistema Regional.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 05/2025: FILL', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_05-2025_fiil_0.pdf'}, {'nome': 'PI 05/2025: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_05-2025_fiil_anexos.docx'}, {'nome': 'Ato DEFA 046/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-03/atodefa0462025pi052025resultadodaaprovacao_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 04/25. Grande Reserva Mata Atlântica,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-02/pi_04-2025_boticario.pdf,"O PI 04/2025 - ""Chamada Grande Reserva Mata Atlântica - Paraná"" objetiva soluções para o fortalecimento das cadeias da sociobiodiversidade, promovendo impacto socioambiental positivo na Mata Atlântica e ecossistemas associados, além de aprimorar a eficiência dos processos produtivos e agregar valor de mercado aos produtos e serviços, estimulando práticas sustentáveis e inovadoras.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 04/2025: Grande Reserva Mata Atlântica', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-02/pi_04-2025_boticario.pdf'}, {'nome': 'PI 04/2025: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-02/pi_04-2025_boticario_anexos.docx'}, {'nome': 'Ato DEFA 045/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-03/atodefa0452025pi042025resultadodaaprovacao_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 03/25. Colágeno de Jumento,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_03-2025_colageno_de_jumento_1.pdf,"O ""PI 03/2025 - Colágeno Celular de Jumento"" tem por objetivo contribuir para o estabelecimento de viabilidade técnica do processo de produção de colágeno de jumento por fermentação de precisão, servindo como base preliminar para decisões futuras sobre investimentos e desenvolvimento comercial. E fomentar a produção científica, tecnológica e de inovação em projeto alinhado ao CT&I, contribuindo para o desenvolvimento estratégico do estado.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 03/2025: Colágeno Celular de Jumento', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_03-2025_colageno_de_jumento_1.pdf'}, {'nome': 'PI 03/2025: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_03-2025_colageno_de_jumento_anexos_1.docx'}, {'nome': 'Ato DEFA 028/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa0282025pi032025resultadodaaprovacao.pdf_-_atodefa0282025pi032025resultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 02/25. Equinos,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_02-2025_equinos.pdf,"O ""PI 02/2025 - Equinos"" tem por objetivo apoiar projeto que desenvolverá ferramenta tecnológica para identificação física de equinos que possibilita a abolição do uso de métodos lesivos aos animais e fomentar projeto que estimule a criação de redes de cooperação científica, tecnológicas e de inovação alinhadas as ações propostas de CT&I.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 02/2025: Equinos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_02-2025_equinos.pdf'}, {'nome': 'PI 02/2025: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_02-2025_equinos_anexos.docx'}, {'nome': 'Ato DEFA 018/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa0182025pi022025resultadodaaprovacao.pdf_-_atodefa0182025pi022025resultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 01/25. NAPI Saúde Pública de Precisão,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-03/assinado_-_ato_24_2025_-_aprovacao_de_plano_de_trabalho.pdf,"O ""PI 01/2025 - NAPI Saúde Pública de Precisão"" tem por objetivo sequenciar e estudar o genoma de pacientes atendidos pelo SUS, para contribuir para o melhor entendimento das bases genéticas de doenças que acometem a população paranaense, possibilitando o aprimoramento de diagnósticos e avaliar a viabilidade de seu uso na rotina clı́nica.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 024/2025: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-03/assinado_-_ato_24_2025_-_aprovacao_de_plano_de_trabalho.pdf'}, {'nome': 'Ato DEFA 051/2025: Retificação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-04/atodefa512025retificacaodoatodefa242025_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
CP 06/26: Prêmio Confap,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-04/cp_06-2026_premio_confap.pdf,"A ""CP 06/2026 - Prêmio Confap de Ciência, Tecnologia e Inovação “Professora Nìede Guidon” – edição 2025 "" tem como objetivo indicar ao prêmio profissionais que apresentaram significativos trabalhos.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'CP 06/2026 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-04/cp_06-2026_premio_confap_-_anexos.docx'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2026', 'tipo_chamada': 'CP 06/26'}"
CP 03/26: PIBEX,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/cp_03-2026_pibex.pdf,"A ""Chamada Pública 03/2026 - Programa Institucional de Bolsas para Extensão Universitária (PIBEX)"" visa conceder bolsas a alunos de graduação para desenvolvimento de atividades vinculadas à extensão universitária.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'CP 03/2026 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/cp_03-2026_pibex_-_anexos.docx'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2026', 'tipo_chamada': 'CP 03/26'}"
CP 02/26: PIBIS,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/cp_02-2026_pibis.pdf,"A ""Chamada Pública 02/2026 - Programa Institucional de Apoio à Inclusão Social - Pesquisa e Extensão Universitária (PIBIS)"", visa incentivar a formação de recursos humanos para a pesquisa e a extensão universitárias, direcionadas a temas de interesse social.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'CP 02/2026 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/cp_02-2026_pibis_-_anexos.docx'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2026', 'tipo_chamada': 'CP 02/26'}"
CP 01/26: PIBIC & PIBIT,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/cp_01-2026_pibic_pibit.pdf,"A ""Chamada Pública 01/2026 - Programa de Bolsas para Iniciação Científica (PIBIC) e Iniciação em Desenvolvimento Tecnológico e Inovação (PIBIT)"", visa conceder bolsas a alunos em cursos de graduação para o desenvolvimento de atividades vinculadas à pesquisa.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'CP 01/2026 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/cp_01-2026_pibic_pibit_-_anexos_0.docx'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2026', 'tipo_chamada': 'CP 01/26'}"
PI 07/2026: INCTs,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/pi_07-2026_incts_0.pdf,"O ""PI 07/2026 - Programa de Apoio à Consolidação dos Institutos Nacionais de Ciência e Tecnologia no Paraná (Cooperação MCTI / CNPq / Capes / Fundação Araucária)"", tem como objetivo apoiar projetos de consolidação dos Institutos Nacionais de Ciência e Tecnologia (INCTs) já em funcionamento, reconhecendo seu papel estratégico na estruturação e no fortalecimento do Sistema Nacional de Ciência, Tecnologia e Inovação (SNCTI).",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 07/2026 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/pi_07-2026_incts_-_anexos_0.docx'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2026', 'tipo_chamada': 'PI 07/2026'}"
PI 06/26: Mitacs GRI,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/pi_06-2026_mitacs.pdf,PI 06/26: Mitacs GRI,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 06/2026 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/pi_06-2026_mitacs_-_anexos.docx'}, {'nome': 'Ato DEFA 052/2026: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-04/atodefa0522026pi062026mitacsresultadofinal_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2026', 'tipo_chamada': 'PI 06/26'}"
PI 05/26: Ganhando o Mundo da Ciência: La Trobe,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/pi_05-2026_ganhando_o_mundo_la_trobe.pdf,"O ""PI 05/2026 - Programa Ganhando o Mundo da Ciência Universidade de La Trobe – Fundação Araucária 2026"" visa fortalecer a pesquisa em rede por meio da mobilidade internacional pelo Programa 'Ganhando o Mundo da Ciência'.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 05/2026 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/pi_05-2026_ganhando_o_mundo_la_trobe_-_anexos.docx'}, {'nome': 'Ato DEFA 041/2026: Retificação', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-03/atodefa0412026rerificacaopi052026latrobe.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2026', 'tipo_chamada': 'PI 05/26'}"
PI 01/2026. PELD,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-02/pi_01-2026_peld.pdf,"O ""PI 01/2026 - Programa de Pesquisa Ecológica de Longa Duração (PELD)"", visa apoiar projetos de pesquisa ecológica de longa duração que contribuam para o desenvolvimento científico, tecnológico e de inovação do Estado do Paraná, alinhados às diretrizes estratégicas do Paraná 2040, aos NAPIs, às áreas prioritárias do Conselho Paranaense de Ciência e aos Objetivos de Desenvolvimento Sustentável.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 01/2026: Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-02/pi_01-2026_peld_-_anexos.docx'}, {'nome': 'Ato DEFA 025/2026: Divulgação do Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-02/atodefa0252026resultadodaaprovacaopi012026peld.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2026', 'tipo_chamada': 'Chamada'}"
