titulo,link,descricao,fonte,data_publicacao,fim_inscricao,situacao,extras
Programa de Incentivo ao Biometano,https://www.gov.br/anp/pt-br/assuntos/descarbonizacao-transicao-energetica,"O Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano tem como objetivo incentivar a pesquisa, a produção, a comercialização e o uso do biometano e do biogás na matriz energética brasileira com vistas a promover a descarbonização do setor de gás natural. A Lei nº 14.993/2024 estabeleceu mandato de adição de biometano ao gás natural, a ser cumprido por produtores e importadores de gás natural através da aquisição de Certificado de Garantia de Origem do Biometano (CGOB), e estabeleceu que caberá ao Conselho Nacional de Política Energética (CNPE) a definição da meta anual de redução de emissões de gases de efeito estufa (GEE) no mercado de gás natural. O Decreto nº 12.614, de 5 de setembro de 2025, regulamentou a Lei nº 14.993/2024, para dispor sobre o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano, atribuindo à ANP regulamentar os procedimentos para alocação e cumprimento das metas pelos produtores e importadores de gás natural e os procedimentos relacionados à certificação do produtor e importador de biometano com vistas à emissão do Certificado de Garantia de Origem do Biometano (CGOB), além de demais procedimentos relativos à execução do Programa. A Superintendência de Tecnologia e Meio Ambiente (STM) da ANP é a responsável pela gestão do Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano.",ANP,2025-09-05,,Aberto,"{'anexos': [{'nome': 'Nota Técnica nº 82/2026 (SEI 5783378)', 'url': 'https://www.gov.br/anp/pt-br/assuntos/descarbonizacao-transicao-energetica/arquivos-programa-de-incentivo-ao-biometano/nota-tecnica-82-sei-5783378.pdf'}], 'fonte_original': 'ANP gov.br', 'data_extracao': '2026-04-15'}"
"Fórum de Tecnologia, Inovação e Programas da ANP – TIP ANP",https://www.gov.br/anp/pt-br/assuntos/tecnologia-meio-ambiente/forum-de-tecnologia-inovacao-e-programas,"Fórum de Tecnologia, Inovação e Programas da ANP – TIP ANP",ANP,,,Aberto,"{'anexos': [], 'fonte_original': 'ANP gov.br', 'data_extracao': '2026-04-15'}"
Ações e Programas,https://www.gov.br/anp/pt-br/acesso-a-informacao/acoes-e-programas,"A ANP é o órgão regulador das atividades que integram as indústrias de petróleo e gás natural e de biocombustíveis no Brasil. Vinculada ao MME, é a autarquia federal responsável pela execução da política nacional para esses setores, com foco na garantia do abastecimento de combustíveis e na defesa dos interesses dos consumidores. A ANP não possui programas ou ações de renúncia de receitas, nem programas financiados pelo FAT.",ANP,,,Aberto,"{'anexos': [], 'fonte_original': 'ANP gov.br', 'data_extracao': '2026-04-15'}"
Programa de Governança em Privacidade,https://www.gov.br/anp/pt-br/acesso-a-informacao/acoes-e-programas/governanca-privacidade.pdf,Programa de Governança em Privacidade,ANP,,,Aberto,"{'anexos': [{'nome': 'Edital PDF', 'url': 'https://www.gov.br/anp/pt-br/acesso-a-informacao/acoes-e-programas/governanca-privacidade.pdf'}], 'fonte_original': 'ANP gov.br'}"
Oferta Permanente de Concessão (OPC): edital com inclusão de 45 blocos passará por audiência pública,https://www.gov.br/anp/pt-br/canais_atendimento/imprensa/noticias-comunicados/oferta-permanente-de-concessao-opc-edital-com-inclusao-de-45-blocos-passara-por-audiencia-publica,"A ANP realizará audiência pública no dia 28/04/2026 para tratar da atualização do edital da Oferta Permanente de Concessão (OPC), com a inclusão de 45 novos blocos exploratórios. São 37 marítimos (Bacias de Campos e Santos) e oito terrestres (Bacia Potiguar). Na minuta atualizada do edital, o total de blocos exploratórios, 450 atualmente, será de 495, além de cinco áreas com acumulações marginais. A medida visa ampliar a atratividade do portifólio de áreas da OPC, contribuindo para a possibilidade de realização de um novo ciclo da Oferta Permanente no regime de concessão ainda em 2026. Todos os 45 novos blocos possuem manifestações conjuntas válidas do Ministério do Meio Ambiente e Mudanças Climáticas (MMA) e do Ministério de Minas e Energia (MME). A atualização do edital contempla exclusivamente a inclusão de novos blocos exploratórios, sem alteração das regras já estabelecidas. Saiba mais na página da Audiência Pública nº 05/2026. O que é a Oferta Permanente A Oferta Permanente é atualmente a principal modalidade de licitação para exploração e produção de petróleo e gás natural no Brasil. Diferentemente das rodadas tradicionais, esse modelo permite a oferta contínua de blocos exploratórios e áreas com acumulações marginais, localizados em bacias terrestres ou marítimas. Nesse formato, as empresas podem analisar os dados técnicos das áreas e apresentar ofertas a qualquer momento, sem depender de prazos fixos, o que amplia a atratividade e a competitividade do setor. A Oferta Permanente é diferente dos leilões tradicionais. Um novo ciclo é aberto com a aprovação, pela Comissão Especial de Licitação (CEL), de declaração de interesse, acompanhada de garantia de oferta, de uma empresa inscrita. Em seguida, é estabelecido pela CEL um cronograma específico para que as licitantes possam participar do ciclo e que contém a data do leilão (sessão pública). Atualmente, a ANP realiza a Oferta Permanente sob dois regimes contratuais: concessão (OPC) e partilha de produção (OPP). Desde sua implementação, já foram realizados cinco ciclos da OPC, nos anos de 2019, 2020, 2022, 2023 e 2025. Assessoria de Imprensa da ANP (para atendimento dos jornalistas) Siga a ANP nas redes:twitter.com/anpgovbfacebook.com/ANPgovbrinstagram.com/anpgovbrlinkedin.com/company/agencia-nacional-do-petroleo",ANP,2026-04-14,2026-04-28,Aberto,"{'anexos': [], 'fonte_original': 'ANP gov.br', 'data_extracao': '2026-04-15'}"
Chamadas de Propostas Home Financiamento à pesquisa Chamadas de Propostas,https://fapesp.br/chamadas,"Belmont Forum Collaborative Research Action Ocean 2 Data limite para consulta de elegibilidade na FAPESP: 20/04/2026 Área: Oceano e Biodiversidade Modalidade: Auxílio à Pesquisa - Regular Chamada Centros de Pesquisa, Inovação e Difusão (CEPID) – 2025 Data-limite para apresentação de pré-propostas: 27/04/2026 Áreas: Ciências Exatas e da Terra e Engenharias Modalidade: CEPID Chamada de Propostas – Programa de Pesquisa em Políticas Públicas (PPPP) 2025/2026 Datas-limite de submissão: Fase 2 (municipal): pré-propostas: 27/04/2026 | propostas completas: 06/07/2026 Área: Políticas Públicas Tipo de Apoio: Auxílio à Pesquisa em Políticas Públicas Chamada de Propostas Conjuntas: FAPESP, FAPES, ANII, CONACYT e CONICET 2026 – Resistência Antimicrobiana Data-limite para apresentação de propostas: 30/04/2026 Áreas: Zootecnia, química analítica, desenvolvimento de fármacos, microbiologia, segurança alimentar Modalidade: Auxílio à Pesquisa - Regular Chamada de Propostas FAPESP e University of Illinois 2026 Data-limite para submissão de propostas: 07/05/2026 Área: pesquisa em câncer Modalidade: Auxílio à Pesquisa Regular FAPESP / M-ERA.NET 2026 Data-limite para submissão de pré-propostas: 12/05/2026 Áreas: Ciência de Materiais e Engenharia Modalidade: Auxílio à Pesquisa Regular Chamada de Propostas FAPESP/NSFC – Fundação Nacional de Ciências Naturais da China Data-limite para submissão de propostas: 15/05/2026 Áreas: ""Medicina de Precisão e Saúde Pública"" e ""Agricultura de Baixo Carbono"" Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada de Propostas FAPESP e Universidade de Saskatchewan 2026 Data-limite para submissão de propostas: 19/05/2026 Áreas: Pesquisa cranofacial, oral e odontológica Modalidade: Auxílio à Pesquisa Regular - Seedcorn Fund Programa Nacional de Apoio à Geração de Empreendimentos Inovadores Programa Centelha 3 São Paulo Prazos: 21/05 (Fase 1 - Submissão das Ideias Inovadoras) e 17/08 (Fase 2 - Submissão dos Projetos de Fomento) Área: Inovação Modalidade: consulte a chamada Chamada - Bolsa de Intercâmbio Internacional PRH-ANP (BEPE ANP) 2026 Data-limite para submissão de propostas: 31/05/2026 Áreas: Petróleo, Gás Natural e Biocombustíveis Modalidade: Bolsa Estágio de Pesquisa no Exterior (BEPE) Escolas São Paulo de Ciência Avançada (ESPCA) - 20ª Chamada Prazo para submissão de propostas: 01/06/2026 Área: todas Modalidade: Organização de Reunião Científica – Escola São Paulo de Ciência Avançada Chamada de Propostas 2026 do PROPASP (Programa de Pesquisa Alemanha – São Paulo) – FAPESP e DAAD (Serviço Alemão de Intercâmbio Acadêmico) Prazo para submissão de propostas: 08/06/2026 Área: todas Modalidade: Mobilidade de pesquisa Chamada de Propostas - Iniciativa Internacional de Pesquisa sobre o Uso de Tecnologias Disruptivas para o Enfrentamento de Desafios Globais (IIDTAC) Prazo para submissão da carta de intenção: 09/06/2026 Área: interdisciplinar Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada de Propostas - Auxílio à Inovação Regular Data limite para inscrições: 15/06/2026 Área: Inovação Modalidade: Auxílio Inovação Regular Chamada FAPESP – Fundação Bracell – Fundação Itaú: Auxílio à Pesquisa para o Fortalecimento da Educação na Pré-Escola Data-limite para submissão de propostas: 19/06/2026 Área: Educação Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada conjunta FAPESP-NWO 2026: Biorrefinarias Integradas para um Futuro Circular Data limite para submissão da carta de intenção: 23/06/2026 Área: Biorrefinarias Modalidade: Auxílio à Pesquisa - Temático FAPESP-BBSRC Pump-Priming Award (FAPPA) Submissão de propostas: fluxo contínuo Áreas: Temas científicos das ciências biológicas e biotecnologia, mas propostas nos temas segurança alimentar, bioenergia ou biotecnologia industrial terão prioridade. Modalidade: Auxílio à Pesquisa Regular Chamada FAPESP - National Science Foundation, Diretoria de Geociências Submissão de propostas: fluxo contínuo Área: Geociências Modalidade: Auxílio à Pesquisa - Regular e Temático Chamada FAPESP/Confap/Horizon Europe Submissão de propostas: fluxo contínuo Áreas: todas Modalidade: Auxílios à Pesquisa Regular, Temático e Jovem Pesquisador DFG Prazo: Propostas podem ser submetidas a qualquer tempo Áreas: Todas as áreas do conhecimento Modalidades: Auxílio à Pesquisa Regular (FAPESP) / Individual Research Grant (DFG) e Projeto Temático (FAPESP) / Coordinated Programmes (DFG) UK Research and Innovation (UKRI) Prazo: Propostas podem ser submetidas a qualquer tempo Áreas: conforme Conselhos de Pesquisa do Reino Unido Modalidades: Auxílio à Pesquisa Regular, Jovem Pesquisador ou Projeto Temático Chamada de Propostas – Programa de Pesquisa em Políticas Públicas (PPPP) 2025/2026 Datas-limite de submissão: Fase 2 (municipal): pré-propostas: 27/04/2026 | propostas completas: 06/07/2026 Área: Políticas Públicas Tipo de Apoio: Auxílio à Pesquisa em Políticas Públicas Chamada de Propostas Conjuntas: FAPESP, FAPES, ANII, CONACYT e CONICET 2026 – Resistência Antimicrobiana Data-limite para apresentação de propostas: 30/04/2026 Áreas: Zootecnia, química analítica, desenvolvimento de fármacos, microbiologia, segurança alimentar Modalidade: Auxílio à Pesquisa - Regular Chamada de Propostas FAPESP e University of Illinois 2026 Data-limite para submissão de propostas: 07/05/2026 Área: pesquisa em câncer Modalidade: Auxílio à Pesquisa Regular FAPESP / M-ERA.NET 2026 Data-limite para submissão de pré-propostas: 12/05/2026 Áreas: Ciência de Materiais e Engenharia Modalidade: Auxílio à Pesquisa Regular Chamada de Propostas FAPESP/NSFC – Fundação Nacional de Ciências Naturais da China Data-limite para submissão de propostas: 15/05/2026 Áreas: ""Medicina de Precisão e Saúde Pública"" e ""Agricultura de Baixo Carbono"" Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada de Propostas FAPESP e Universidade de Saskatchewan 2026 Data-limite para submissão de propostas: 19/05/2026 Áreas: Pesquisa cranofacial, oral e odontológica Modalidade: Auxílio à Pesquisa Regular - Seedcorn Fund Programa Nacional de Apoio à Geração de Empreendimentos Inovadores Programa Centelha 3 São Paulo Prazos: 21/05 (Fase 1 - Submissão das Ideias Inovadoras) e 17/08 (Fase 2 - Submissão dos Projetos de Fomento) Área: Inovação Modalidade: consulte a chamada Chamada - Bolsa de Intercâmbio Internacional PRH-ANP (BEPE ANP) 2026 Data-limite para submissão de propostas: 31/05/2026 Áreas: Petróleo, Gás Natural e Biocombustíveis Modalidade: Bolsa Estágio de Pesquisa no Exterior (BEPE) Escolas São Paulo de Ciência Avançada (ESPCA) - 20ª Chamada Prazo para submissão de propostas: 01/06/2026 Área: todas Modalidade: Organização de Reunião Científica – Escola São Paulo de Ciência Avançada Chamada de Propostas 2026 do PROPASP (Programa de Pesquisa Alemanha – São Paulo) – FAPESP e DAAD (Serviço Alemão de Intercâmbio Acadêmico) Prazo para submissão de propostas: 08/06/2026 Área: todas Modalidade: Mobilidade de pesquisa Chamada de Propostas - Iniciativa Internacional de Pesquisa sobre o Uso de Tecnologias Disruptivas para o Enfrentamento de Desafios Globais (IIDTAC) Prazo para submissão da carta de intenção: 09/06/2026 Área: interdisciplinar Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada de Propostas - Auxílio à Inovação Regular Data limite para inscrições: 15/06/2026 Área: Inovação Modalidade: Auxílio Inovação Regular Chamada FAPESP – Fundação Bracell – Fundação Itaú: Auxílio à Pesquisa para o Fortalecimento da Educação na Pré-Escola Data-limite para submissão de propostas: 19/06/2026 Área: Educação Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada conjunta FAPESP-NWO 2026: Biorrefinarias Integradas para um Futuro Circular Data limite para submissão da carta de intenção: 23/06/2026 Área: Biorrefinarias Modalidade: Auxílio à Pesquisa - Temático FAPESP-BBSRC Pump-Priming Award (FAPPA) Submissão de propostas: fluxo contínuo Áreas: Temas científicos das ciências biológicas e biotecnologia, mas propostas nos temas segurança alimentar, bioenergia ou biotecnologia industrial terão prioridade. Modalidade: Auxílio à Pesquisa Regular Chamada FAPESP - National Science Foundation, Diretoria de Geociências Submissão de propostas: fluxo contínuo Área: Geociências Modalidade: Auxílio à Pesquisa - Regular e Temático Chamada FAPESP/Confap/Horizon Europe Submissão de propostas: fluxo contínuo Áreas: todas Modalidade: Auxílios à Pesquisa Regular, Temático e Jovem Pesquisador DFG Prazo: Propostas podem ser submetidas a qualquer tempo Áreas: Todas as áreas do conhecimento Modalidades: Auxílio à Pesquisa Regular (FAPESP) / Individual Research Grant (DFG) e Projeto Temático (FAPESP) / Coordinated Programmes (DFG) UK Research and Innovation (UKRI) Prazo: Propostas podem ser submetidas a qualquer tempo Áreas: conforme Conselhos de Pesquisa do Reino Unido Modalidades: Auxílio à Pesquisa Regular, Jovem Pesquisador ou Projeto Temático Chamada de Propostas – Programa de Pesquisa em Políticas Públicas (PPPP) 2025/2026 Datas-limite de submissão: Fase 2 (municipal): pré-propostas: 27/04/2026 | propostas completas: 06/07/2026 Área: Políticas Públicas Tipo de Apoio: Auxílio à Pesquisa em Políticas Públicas Chamada de Propostas Conjuntas: FAPESP, FAPES, ANII, CONACYT e CONICET 2026 – Resistência Antimicrobiana Data-limite para apresentação de propostas: 30/04/2026 Áreas: Zootecnia, química analítica, desenvolvimento de fármacos, microbiologia, segurança alimentar Modalidade: Auxílio à Pesquisa - Regular Chamada de Propostas FAPESP e University of Illinois 2026 Data-limite para submissão de propostas: 07/05/2026 Área: pesquisa em câncer Modalidade: Auxílio à Pesquisa Regular FAPESP / M-ERA.NET 2026 Data-limite para submissão de pré-propostas: 12/05/2026 Áreas: Ciência de Materiais e Engenharia Modalidade: Auxílio à Pesquisa Regular Chamada de Propostas FAPESP/NSFC – Fundação Nacional de Ciências Naturais da China Data-limite para submissão de propostas: 15/05/2026 Áreas: ""Medicina de Precisão e Saúde Pública"" e ""Agricultura de Baixo Carbono"" Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada de Propostas FAPESP e Universidade de Saskatchewan 2026 Data-limite para submissão de propostas: 19/05/2026 Áreas: Pesquisa cranofacial, oral e odontológica Modalidade: Auxílio à Pesquisa Regular - Seedcorn Fund Programa Nacional de Apoio à Geração de Empreendimentos Inovadores Programa Centelha 3 São Paulo Prazos: 21/05 (Fase 1 - Submissão das Ideias Inovadoras) e 17/08 (Fase 2 - Submissão dos Projetos de Fomento) Área: Inovação Modalidade: consulte a chamada Chamada - Bolsa de Intercâmbio Internacional PRH-ANP (BEPE ANP) 2026 Data-limite para submissão de propostas: 31/05/2026 Áreas: Petróleo, Gás Natural e Biocombustíveis Modalidade: Bolsa Estágio de Pesquisa no Exterior (BEPE) Escolas São Paulo de Ciência Avançada (ESPCA) - 20ª Chamada Prazo para submissão de propostas: 01/06/2026 Área: todas Modalidade: Organização de Reunião Científica – Escola São Paulo de Ciência Avançada Chamada de Propostas 2026 do PROPASP (Programa de Pesquisa Alemanha – São Paulo) – FAPESP e DAAD (Serviço Alemão de Intercâmbio Acadêmico) Prazo para submissão de propostas: 08/06/2026 Área: todas Modalidade: Mobilidade de pesquisa Chamada de Propostas - Iniciativa Internacional de Pesquisa sobre o Uso de Tecnologias Disruptivas para o Enfrentamento de Desafios Globais (IIDTAC) Prazo para submissão da carta de intenção: 09/06/2026 Área: interdisciplinar Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada de Propostas - Auxílio à Inovação Regular Data limite para inscrições: 15/06/2026 Área: Inovação Modalidade: Auxílio Inovação Regular Chamada FAPESP – Fundação Bracell – Fundação Itaú: Auxílio à Pesquisa para o Fortalecimento da Educação na Pré-Escola Data-limite para submissão de propostas: 19/06/2026 Área: Educação Modalidades: Auxílio à Pesquisa - Regular e Auxílio à Pesquisa - Temático Chamada conjunta FAPESP-NWO 2026: Biorrefinarias Integradas para um Futuro Circular Data limite para submissão da carta de intenção: 23/06/2026 Área: Biorrefinarias Modalidade: Auxílio à Pesquisa - Temático FAPESP-BBSRC Pump-Priming Award (FAPPA) Submissão de propostas: fluxo contínuo Áreas: Temas científicos das ciências biológicas e biotecnologia, mas propostas nos temas segurança alimentar, bioenergia ou biotecnologia industrial terão prioridade. Modalidade: Auxílio à Pesquisa Regular Chamada FAPESP - National Science Foundation, Diretoria de Geociências Submissão de propostas: fluxo contínuo Área: Geociências Modalidade: Auxílio à Pesquisa - Regular e Temático Chamada FAPESP/Confap/Horizon Europe Submissão de propostas: fluxo contínuo Áreas: todas Modalidade: Auxílios à Pesquisa Regular, Temático e Jovem Pesquisador DFG Prazo: Propostas podem ser submetidas a qualquer tempo Áreas: Todas as áreas do conhecimento Modalidades: Auxílio à Pesquisa Regular (FAPESP) / Individual Research Grant (DFG) e Projeto Temático (FAPESP) / Coordinated Programmes (DFG) UK Research and Innovation (UKRI) Prazo: Propostas podem ser submetidas a qualquer tempo Áreas: conforme Conselhos de Pesquisa do Reino Unido Modalidades: Auxílio à Pesquisa Regular, Jovem Pesquisador ou Projeto Temático",ANP,2026-04-14,2026-07-06,Aberto,"{'anexos': [{'nome': 'Carta de Serviços ao Cidadão', 'url': 'https://fapesp.br/publicacoes/2024/csc.pdf'}, {'nome': 'Código de Ética', 'url': 'https://fapesp.br/codigodeetica.pdf'}, {'nome': 'Carta de Serviços ao Cidadão', 'url': 'https://fapesp.br/publicacoes/2024/csc.pdf'}, {'nome': 'Cartão BB Pesquisa', 'url': 'https://fapesp.br/financas/manualcartaobb.pdf'}, {'nome': 'Documento', 'url': 'https://fapesp.br/publicacoes/2024/csc.pdf'}], 'fonte_original': 'FAPESP/ANP', 'data_extracao': '2026-04-15'}"
