titulo,descricao,link,fonte,data_publicacao,fim_inscricao,situacao,extras,valor,programa,acao,tipo_recurso
ABDI - Página de Editais e Programas,"Índice público de editais, chamadas e programas da ABDI.",https://www.abdi.com.br/,ABDI,,,Em andamento,"{'metodo_extracao': 'fallback_public_index', 'pais': 'Brasil', 'regiao': 'brasil', 'orgao_responsavel': 'ABDI', 'instituicao': 'Agência Brasileira de Desenvolvimento Industrial', 'orgao_contratante': 'ABDI', 'setor_estrategico': 'industria_inovacao', 'tipo_oportunidade': 'chamada_publica', 'tipo_recurso': 'fomento', 'natureza_recurso': 'nao_reembolsavel', 'reembolsavel': False, 'area_cientifica': ['engenharia', 'economia_industrial'], 'area_tecnologica': ['industria_4_0', 'transformacao_digital'], 'url_listagem': 'https://www.abdi.com.br/', 'url_detalhe': 'https://www.abdi.com.br/', 'nivel_sensibilidade': 'publico_institucional'}",,abdi,chamada_publica,fomento
