titulo,descricao,link,fonte,data_publicacao,fim_inscricao,situacao,extras,valor,programa,acao,tipo_recurso
MAPA - Página de Editais e Programas,"Índice público de editais, chamadas e programas do MAPA.",https://www.gov.br/agricultura/pt-br,MAPA,,,Em andamento,"{'metodo_extracao': 'fallback_public_index', 'pais': 'Brasil', 'regiao': 'brasil', 'orgao_responsavel': 'MAPA', 'instituicao': 'Ministério da Agricultura e Pecuária', 'orgao_contratante': 'MAPA', 'setor_estrategico': 'agronegocio', 'tipo_oportunidade': 'chamada_publica', 'tipo_recurso': 'fomento', 'natureza_recurso': 'nao_reembolsavel', 'reembolsavel': False, 'area_cientifica': ['agronomia', 'biotecnologia', 'sustentabilidade'], 'area_tecnologica': ['agritech', 'cadeia_produtiva', 'seguranca_alimentar'], 'url_listagem': 'https://www.gov.br/agricultura/pt-br', 'url_detalhe': 'https://www.gov.br/agricultura/pt-br', 'nivel_sensibilidade': 'publico_institucional'}",,mapa,chamada_publica,fomento
